"style-scope src","yt-simple-endpoint href","style-scope","yt-simple-endpoint","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2","yt-core-attributed-string 3","yt-core-image src"
"https://yt3.ggpht.com/ytc/AIdro_n2iBUHp9kL3CsW2HTHu6gH55rgStH3OLWN2G5AAruHWhg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@yocelinpacheco7409","@yocelinpacheco7409","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwUqPolCF2h5BvolZJ4AaABAg","Gran Película! Espero gane el Oscar","5","1 respuesta",""
"https://yt3.ggpht.com/G_RbWkbQzj1OcZmY6m5HylmZu2AqbmG4KOh8wk04iJlIiOrQIOadT9qyXoYSnvhe_j4VZYTB=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@oscarsosa7487","@oscarsosa7487","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwGodOrz1S8jT3SpGt4AaABAg","La acavo de ver y para mi es de las mejores peliculas que mas me a gustado en mi vida! Increible!","1","",""
"https://yt3.ggpht.com/ytc/AIdro_noA-N5b1mL9BwvKrDf8afs5zI5OFK3By0GifuXWz4dN6M=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@franug","@franug","hace 5 meses (editado)","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugw6CAn25S3pryZO5Dh4AaABAg","recomiendo mucho verla, realmente muy realista aunque no es gore ni mucho menos, se tocan todos los temas con gran sensibilidad. Actuaciones buenisimas. Me gustó más que la gringa, por lejos; no hay comparación de tener actores uruguayos/argentinos y filmado en los lugares donde ocurrió. 
Lo único que me dejó gusto a poco fue la última parte, donde los rescatan en Chile; me da la sensación que esas escenas se cortaron o editaron al máximo, quizás por falta de tiempo. En especial extrañé que se le diera tan poca importancia al arriero Sergio Catalán, quien se esforzó bastante en avisar a las autoridades cuando encontró a los jóvenes (galopó 14 horas para ir al retén de Carabineros a avisar, y ni le creyeron al comienzo, pensaron que estaba borracho!), y también los cuidó en su cabaña. Los sobrevivientes siempre estuvieron muy agradecidos de él, hasta le pagaron una cirugía de cadera y algunos fueron a su funeral...en fin. 
También hubiera sido más impactante mostrar cómo los militares chilenos estaban asustados en la operación de ir en helicóptero al lugar del accidente, lo que demuestra el lugar terrible donde estuvieron los uruguayos. Lo triste es que ellos pensaban que el accidente había sido plenamente en Chile y más al sur (en Curicó, como dice el copiloto, escena que se muestra pero no se explica), en circunstancias que habían lugares (un hotel abandonado en el lado Argentino, o unas termas en Chile) que estaban mucho más cerca de lo que ellos pensaban a causa de ese error.
La película sigue siendo buena, y quizás hay una versión más larga donde esto se muestra un poco más.","8","",""
"https://yt3.ggpht.com/ytc/AIdro_nH4t86NSsCGfp4Dul5mQ40l7NJG7JA-oDqhUHBv6s=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@adrianacruz4341","@adrianacruz4341","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxxNYd2tXbocU8PDvp4AaABAg","Creo que muchas películas podrán intentar contarte lo que sucedió ahi, pero nada se va a comparar con lo que vivieron, la desesperación, la angustia, el dolor de saber que suspendían la búsqueda, el fallar en sus valores y no por ser malas personas, si no por sobrevivir. Que triste todo lo que pasaron, que valor para hacer lo que las autoridades no pudieron, salvarse.","12","",""
"https://yt3.ggpht.com/ytc/AIdro_l1XqBRYMDlJJCifgJuIRvWciOUiJM3WS7458jOtPQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jinportmart5255","@jinportmart5255","hace 4 meses (editado)","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzjOGyTi7EBkEDgUa54AaABAg","La acabo de ver con mi sobrinito y la verdad esq es una joya de película nos saco todo tipo de emociones y nos dejó asi  se merece el Oscar sin dudarlo buenísima y no digo q la anterior versión fue mala al contrario fue buena también pero aquí si desconozco si la anterior versión se llevó algun premio pero la actual se lo merece mis felicitaciones x tan buena peli y q realismo y me atrevo a decir q hasta como hicieron está película se llevaría un premio.","2","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f62e.png"
"https://yt3.ggpht.com/ytc/AIdro_luWRk_K-ba0ptn96b_xTHJMcMwUdStlFBsT8MXRxEwBzA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/c/JFG%C3%B3mezL%C3%B3pez","","hace 3 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzkGAJxg2ojrlZbUT14AaABAg","gran pelicula saludos desde Venezuela","1","",""
"https://yt3.ggpht.com/ytc/AIdro_kAvXwKhF9W-758960a9XjLrXxvSdrZkX4XZl0vZ0CotMcCwuJe0HKveyMX8NMWQ9UFfw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@MonicaGarcia-th1pv","@MonicaGarcia-th1pv","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwJtGKxjEXe0ExrU6F4AaABAg","Lo más trágico es el momento en el que se preguntan.. ¿Comer qué? Esa decisión fué importantísima en sus vidas!!!","5","",""
"https://yt3.ggpht.com/fSFNunegCsSVzGK-yp6NIQ2370WgSJJG5rWkxdlgCVJFFoOpwHRLlbK8z5hqRlR1l26D1ygNoYE=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Vincentpyl","@Vincentpyl","hace 6 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwOztIke2gnnGgaPTt4AaABAg","Por favor, que este en los cines de Mendoza.","9","1 respuesta",""
"https://yt3.ggpht.com/ytc/AIdro_l-tyxgeHsW-NJ84sntH1BUs1K36L1IgHQ19q1U4uM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@yanetcuervo8529","@yanetcuervo8529","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzAq9aTz07ACDdb8pt4AaABAg","Hoy lo vi........Gracias Uruguay!!!!!
Muy triste realidad q ocurrió. 
Excelentes actuaciones","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png"
"https://yt3.ggpht.com/ytc/AIdro_l2iSBOF-LYwRidfWjruzBRVvCSwcpNdy10jDZC80Fstw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@willybikes9565","@willybikes9565","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugzzy_vejr8LPYjqDwp4AaABAg","La vi en el cine, esta versión es mas impactante que ""viven"" por lejos, como uruguayo q soy siento orgullo de estos gurises, hoy abuelos que tuvieron una garra y un deseo de vivir tremendo gran ejemplo de superacion y trabajo en equipo. PELICULON","1","",""
"https://yt3.ggpht.com/ytc/AIdro_nsRwtXA7_P-5G8i5wk-t1QK1Eu4EmXL-mvcz79IBLo6Q=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@pableke206","@pableke206","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugy6CuWMbki-2we07r94AaABAg","Esta película no es buena, es increible, claramente  de las mejores películas que he visto… gracias Netflix por apoyar la realización de esta película.","4","1 respuesta",""
"https://yt3.ggpht.com/q9aKDglKH_ll1XJGgCcHqrUbayjSO8fjW2AXx_NY80b1vKFvvE71mQfCNOdXzbyu7wPwKhsWqw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@inspobookk","@inspobookk","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwaK3GHjJ722qYzGjd4AaABAg","Best movie ive ever seen️","7","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png"
"https://yt3.ggpht.com/ytc/AIdro_ktf9w-_Y-Ykk2WaCOrvRvto-DqwRfZrCwkWm-etOgO-lhcHcpTYkUtyPAuK6d42C4TAw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@javiertarma8272","@javiertarma8272","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyJXD-eRpxIhv4jzb94AaABAg","El triunfo del espíritu humano. 🇪🇨","1","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u270c.png"
"https://yt3.ggpht.com/dlqAbUJtoDtLn1JG5ht04Z344UG9Dnigrqzli1hsv5SAVZ8o2B6yPdOnEWL9ZACRcCz7-QlMJQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@avalon-creative","@avalon-creative","hace 3 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyNwuF8-KiRaNLs9dp4AaABAg","La canción del trailer se llama ""Adeline"" de  alt-J","2","",""
"https://yt3.ggpht.com/ytc/AIdro_ljWXWJ-B_sP1wjhcC1W3o43PjsZzHI78LP0s3_JIark-I=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@posthumanism00","@posthumanism00","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzOhQvS25GG76kOsiZ4AaABAg","It is translated as Snow Brotherhood in Turkish","4","",""
"https://yt3.ggpht.com/YWJhjm600GHj3VXv0Nd_HfAAE3ACGpR1HAFRgKzupWEWC8U7NZG5bzIN9JR-gBAEHJXUeMeEnA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@tutocar6367","@tutocar6367","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyAlTzfBojV93C2zrx4AaABAg","Muy buena pelicula, al principio empieza un poco rápido sin centrarae mucho en la historia de algunos de los protagonistas como para crear empatía, van al accidente de lleno, pero luego ya profundizan más en el espíritu de grupo, la supervivencia, lo moral, lo etico..muy bien hecha, luego te llega hasta el alma. Un Oscar por favor","5","",""
"https://yt3.ggpht.com/fkC7qIAVysNrZyZFolO8gChw6vieE92twjq5daddo13Es411tOKbIVk0YCF5gKiXz3fazdhzz20=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@circulo.escritura.lectura","@circulo.escritura.lectura","hace 3 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyDtMpfMxYQB7v-XuB4AaABAg","Impresionante! De una belleza desgarradora y con una estética increíble.  Hermoso mensaje de lucha ante la adversidad y de trabajo en equipo.","1","",""
"https://yt3.ggpht.com/ytc/AIdro_lE-2v4pt1Am5Vt4Pedf4xjFjaVCExlg_cJVl7OY2xcwvV1BhXRzUSHIHLwFa5dONFuTw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@user-yi6ij3qf6s","@user-yi6ij3qf6s","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugw1Z9UJdy4e1HjlQgZ4AaABAg","Es una película es muy conmovedora y mas sabiendo que fue real , conozco el suceso desde niña por mi padre uruguayo y en cualquiera de sus versiones me hace llorar.  descansen en paz todos los que se fueron de esta manera tan triste","1","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f622.png"
"https://yt3.ggpht.com/1Bykb1MyAKaVdAvi6xtx3m6v5MZJypfnSzNp-2nu-ui7lQpjX1WCPyZY_IYa8F_E3RA6UBAz=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@user-bg4sy1ey6c","@user-bg4sy1ey6c","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxmmjtoyMLHNHwMv3Z4AaABAg","¡¡¡VIVEN!!!","3","",""
"https://yt3.ggpht.com/grdK-qjKKfOsaXihKa8mxjLh-YoJ2KHtMiTQcVNlsHNp_IIVI9wkOpA9sI6R9x0n8bA1KeqZyA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@rodrigues5500","@rodrigues5500","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzK1gwL6sLv8IjNlZN4AaABAg","Até que fim em Netflix parabéns belo filme","3","",""
"https://yt3.ggpht.com/ytc/AIdro_ltiqaMJDb3Z8L87iYEcaLaPA17gNV-f-nj2O8R8z-AXhA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alexlopez4918","@alexlopez4918","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwI-Xm03hAoLP239NF4AaABAg","Amor por la vida. Es lo primero que me sale.","1","",""
"https://yt3.ggpht.com/ytc/AIdro_mkdL8h3HrcTpORkcW3gpD3S5sRtMwD9UTYFDqY1EBfHQA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@luznataliarodriguezvillami2200","@luznataliarodriguezvillami2200","hace 1 mes","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugztzdhyh0aycTXhqKJ4AaABAg","Es una tremenda película, conmovedora y sensible.","","",""
"https://yt3.ggpht.com/5lPpS_nffsiv0UXdcxlCrNG1kCBnwBcIuTfnB2ZrgmGsNopYKDIR9fVS2R01Vwj1Otycr9OQgg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@denisvandamme9091","@denisvandamme9091","hace 6 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyG9G2phzFln8dhfHp4AaABAg","Excelente  creo que es la más sorprendente historia de sobrevivientes en una tragedia  se ve espectacular","3","",""
"https://yt3.ggpht.com/ytc/AIdro_mZTaHB_dUrjdxVPzWHPSBBiQ8yLcuryhd4EkW86K1c1ICS_z_qpEkyUfbcf4p_XGWlCw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@julianezequielcastagnola5032","@julianezequielcastagnola5032","hace 6 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxWokMJHSJFTxEZYtZ4AaABAg","Contando los días para ir a verla!","5","",""
"https://yt3.ggpht.com/ytc/AIdro_lCJII9c5y0Hhze0ZggqZw9zd7jH6VkmAPY1LCci_g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@facu9875","@facu9875","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwnElF9ZjzT-z7Re8d4AaABAg","Muy buena Peli!!! La escena cuando se estrella el avión es tremenda!!!","1","",""
"https://yt3.ggpht.com/ytc/AIdro_mxZujaD5yCDPKFpAjsetZkkm_2_ZM2LWfemHoXol-iXvY=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alejandraszollosynovas617","@alejandraszollosynovas617","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwIp4T116P-6FL-45R4AaABAg","Bravo Bayona!!!!!","1","",""
"https://yt3.ggpht.com/ytc/AIdro_km2XoIkF5Pj7UEv68Hk6_5CPG9B5AHDlEgdlKWkM8pkZnT=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@samisabel9664","@samisabel9664","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxDLEQqH8kOUOB11Bp4AaABAg","de verdad vi la pelicula a noche y me dieron ganas de ir a uruguay y dejarle flores a numa al cementerio","4","3 respuestas","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f622.png"
"https://yt3.ggpht.com/ytc/AIdro_m6Jr39F7w4N2_90bTkMFQzkRTn0sQJACIIv_MZgsFSbkw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mallemorales929","@mallemorales929","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyxMi-5iNcqViD0Uz94AaABAg","Excelente... Me encantó ! Muy bien hecha","4","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png"
"https://yt3.ggpht.com/ytc/AIdro_k6E7UTsF655DeERRis1BYvl8uSsF973x_Fdovm3dYObcg6BnyGOi5TiYl_QS1VWQCHTQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@BeatrizHernandez-qr5bv","@BeatrizHernandez-qr5bv","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugz98sbKEaVPALOjqcd4AaABAg","Muy buena película, he visto como 6 y ésta me gustó mucho, como la va relatando, el maquillaje muy real, todo y el final muy emotivo","2","",""
"https://yt3.ggpht.com/ytc/AIdro_mFwh2IrAgSRZ0bfsBI6zmAunMhdQdLYWio4gGzQHiQAgS8RJeBxykBSv3CKlCmqo2Z-A=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@criss4421","@criss4421","hace 4 meses (editado)","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwzaKhVXZg1m_nQz4p4AaABAg","Bravo  este película merece un Oscar!!!","1","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f44f.png"
"https://yt3.ggpht.com/ytc/AIdro_kAcazYiffMKF-yNeGU6FQa6dp23YKEp5u_e5vxTkaAMg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@venturystar","@venturystar","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzQAKknLajvLu5hUXB4AaABAg","Hacía falta una película así, donde las escenas están más cuidadosamente realizadas de acuerdo a los hechos. En mi opinión, sí puede superar la de ""Viven"".","5","",""
"https://yt3.ggpht.com/ytc/AIdro_kSGfJDEc-ehaGCvwnyuNBr8kfhML-Yew76Nj8hUUSrrke4-fZIU5cLYjQMy1xZcxRHzA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sofiamunoz4212","@sofiamunoz4212","hace 6 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzXMnuS5Er2QgRlQKp4AaABAg","Que espectacular se ve el trailer!!!","8","",""
"https://yt3.ggpht.com/uc1lJZgR2Ymv7cb6K_2Uk7LuwZk131DBvWvxo8SKnVZ1lGzpRaoHzbLnQl_XHeRYSj_4ba1IgQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@yanyi95","@yanyi95","hace 4 meses (editado)","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugy5wRxDZJnqz47_Ryp4AaABAg","Preciosa película! Muestra brillantemente el lado humano de cada uno en circunstancias terribles. He visto Viven muchas veces pues ésta tragedia la conocí a los 10 años cuando mi madre me contó lo sucedido. Habia visto el libro con fotos reales y siempre llamó mi atención hasta q vi la pelicula Viven, pero ésta versión de Bayona es insuperable. Profundiza más en el sentir de cada personaje. . Simplemente un peliculón que espero gane muchos premios!!","1","",""
"https://yt3.ggpht.com/NW57LUpSmkoAFcwYkkr2VzSClz87sYucMUAh_k7v5-qvin-dePUdQim1KqMMqrrkGL2QGwXUfw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Migueljh2129","@Migueljh2129","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxQJk_eGK9JCX0RyAR4AaABAg","Impresionante  La e visto dos veces muy emotiva y te mantiene dentro de la historia, me impresiona cuando uno de ellos dice ayuda me da escalofríos en ese sentimiento de miedo y sufrimiento.","1","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f631.png"
"https://yt3.ggpht.com/ytc/AIdro_nCbkqR5L8XBTe4XCJ_CGAF_BMQnod_Ph10C0HnAs_dPjEFlD7f9eQZxca1IKA1n77VZw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@GertGerwin","@GertGerwin","hace 2 semanas","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwRAKzHA7DiAVtqbj54AaABAg","Déspotas recaudaron hasta 75k negociando con la señora Melanie Rose Caparro, compré una casa nueva y un auto aquí en Estados Unidos = y también pagué la cirugía de mi hijo (Sergio). Gloria a Dios.shalom","1","1 respuesta",""
"https://yt3.ggpht.com/QiNFDuCk9T4bhdzwpHTLy_HvZpHbl-SWA59JLuZk1LnLUhnkSKrHkltQxG3kV7HX5yAH3lG7=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@GannicusMisteriosdeHonduras","@GannicusMisteriosdeHonduras","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugy88GXxOXSFuIWx-894AaABAg","Increíble película","5","",""
"https://yt3.ggpht.com/ytc/AIdro_mxZujaD5yCDPKFpAjsetZkkm_2_ZM2LWfemHoXol-iXvY=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alejandraszollosynovas617","@alejandraszollosynovas617","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwzIaqpslnAdCt5VBp4AaABAg","Increíble película con una emoción extraordinaria.","2","",""
"https://yt3.ggpht.com/ytc/AIdro_ldJCrkpOqxnzWUHp65Mqf0HdAyh6QSS-ukbe-VEV4w4Kg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@andreatello4844","@andreatello4844","hace 6 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxzmCAxf61a1u5sqqB4AaABAg","Va ser un peliculón!!","9","",""
"https://yt3.ggpht.com/2SOLwSFWhfjot6JXKD4Zu9bLLLVJx1MHiMqPLf4j7DXd18pwSylrgl4owsZviO0O5_vDDQ5k=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mpatriciaarevalo392","@mpatriciaarevalo392","hace 6 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwNN4tZ8p3QzgkhGel4AaABAg","Espectacular !!! No me la pierdo en el cine","5","2 respuestas","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png"
"https://yt3.ggpht.com/ChLFrrecS5xFrwwBg9fx3zE-qjlp_1Xf9sw-a4VfFZ3xKr54Sc-zSCar4smRrfH7iIs6pNcMyQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@papuzfashion4576","@papuzfashion4576","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwO_uTHRQnvVel9mjl4AaABAg","impresionante  me quedé sin palabras realmente impactante  descansen en paz","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f62e.png"
"https://yt3.ggpht.com/kUTBvTigHOYUmuHy0Y48_FEeMNE4miiyz8wNvLlPejw4tnRRCD0CAVksEBCAvvEffUipZxWGhQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@atorres2229","@atorres2229","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyAjfiqTzU78f_pZi94AaABAg","Ésta película es una obra maestra.  Ademas una enseñanza  de  fortaleza.  Que tremendo cuando la fe y el amor nos prueba de la manera mas extrema.  Extraordinaria!","","",""
"https://yt3.ggpht.com/WLGGqIcPPMerU1qs-K_1vkPfUnCbiyPLDCVTsLLnDgq4OzpA73KEpNDjWr4a4Qiq3W5rGHwQTAs=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@taehyungteamo3157","@taehyungteamo3157","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwfpXiC1oB5f4RStAh4AaABAg","si no gana el oscar la academia está realmente mal de la cabeza","5","",""
"https://yt3.ggpht.com/PFUfaKXhAfLqf_EMtKlroRsAP1IaJdiN6qYRvj4x428bg8t7QiKokKL6Wbsf1VWlpb1pYHt4=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@EdithTorres-2210","@EdithTorres-2210","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxzqlOZglXnEbx22Ht4AaABAg","La verdad es que si va dirigida a un Oscar, no se si entre en mejor película o mejor película extranjera","7","",""
"https://yt3.ggpht.com/ytc/AIdro_m-wvAwKyNneCMdoErnw329VPrjfATdBmyawkiFTmB0Tmcb0mbPWFH98RzurWL1m0u29A=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@milyguevara7684","@milyguevara7684","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzK5DTl_qwdSGzp93F4AaABAg","Mis respetos y admiración para el esquipo de producción y los actores (En fricción). Pero mi mas profunda admiración a esas personas en lo real, que lucharon por su vida hasta el último minuto.","1","",""
"https://yt3.ggpht.com/zrEjXbIsouuTpnHUJ8evTaPP3ZqOwoHpFsp-oTDkCq94Yb3Rk_xLDlUDj8fBQisbM8DtVu72LvQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@darlyalvarez","@darlyalvarez","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxaIa-WlFdY6CuK_wp4AaABAg","Tenes las mejores piernas del equipo! Tenes que caminar por todos! Que gran responsabilidad!","2","",""
"https://yt3.ggpht.com/0fEiaDfk0NLrBE1Il1jJ5sTOXpscpzzVLLybdVBOcmm0WIVu1O7CBIeSqA7GknOQ8bm604ak=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Joniproxd655","@Joniproxd655","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugw8g77OnfE5ocsDviZ4AaABAg","Termine de ver esa película, merece un Oscar definitivamente con Canessa presente","3","",""
"https://yt3.ggpht.com/ytc/AIdro_nrHjiagCubyq0N8WnXUJdUgFBkOQriKKlMohd3ZmFKig=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@galaico23","@galaico23","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzIVukUinJWBQ2ALvB4AaABAg","Por fin una película que dan muchas ganas de ver... y no la ponen en el cine.","6","1 respuesta","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f613.png"
"https://yt3.ggpht.com/ytc/AIdro_lEosPccoZt7vL7K-rZp3z40NP2ImNqUbRvHwFCGTH-rb_X=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@deibyalexandercruz710","@deibyalexandercruz710","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugwd8-fknaAo1jpuAI94AaABAg","Sinceramente una película que genera un choque de emociones, grande el productor al revelar tantos detalles. Saludos desde República Dominicana","","",""
"https://yt3.ggpht.com/HyBOM9S4Y85kZQRZeSLzjh_DE3H7iqITgcxs7gYuWcmuiQKIRw9WtJ7vIfuB8i9VEQPq4f5hQRk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@YoungAnaryan","@YoungAnaryan","hace 1 mes","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzKrywO9cVoF7WS9aZ4AaABAg","I read this story in a local Gujarati science magazine in India called Safari. At the age 14, it gave me chills down the spine. I hope movie did justice to the hardships and bravery of the survivors.","1","",""
"https://yt3.ggpht.com/RmLKB1i64fbCE9xEgBt15Fa1-ZLOiXyQMMDsQPyZ50CVumMi1J08M_X2knBnnY3RccLwor-nmQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@vasquez5743","@vasquez5743","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxjX55H2t2UL0vR3a94AaABAg","Me parece muy triste que la gente estigmatizara a los sobrevivientes por haber consumido la carne de sus compañeros para vivir... osea.. que se supone que debian hacer??como si todo su sufrimiento no fuera suficiente","5","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f622.png"
"https://yt3.ggpht.com/ytc/AIdro_lqz2Kon1_7cWGSjwt38nMiv1RgEtbqyXikj1_EFL3TOps=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@luisgrimaldi8288","@luisgrimaldi8288","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxSOHJZuKcEYy5aLkx4AaABAg","la muerte de numa fue muy triste","3","",""
