"style-scope src","yt-simple-endpoint href","style-scope","yt-simple-endpoint","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2","yt-core-attributed-string 3","yt-core-image src"
"https://yt3.ggpht.com/ytc/AIdro_k4OjgdYLwfQnAM94woCY5Ixdf_TPnYlTVTiyxzGHGn=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@yanetvergarapidiache6089","@yanetvergarapidiache6089","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwwP2vCZryRjfGea7N4AaABAg","Unos tesos","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png"
"https://yt3.ggpht.com/YGU7Gxm7MI9oAQGwMA8g7DIw4-DzUusiX6njgtLgGpj1PaRYwEvdzDPLEpd1DY4agCcGJSpgsqg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@vooyd01","@vooyd01","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzvCxjQ8y7SgSJVqod4AaABAg","que peliculon gracias a Netflix y al director por apoyar este proyecto","","",""
"https://yt3.ggpht.com/ytc/AIdro_mhYMd8eRIZw_raiPQ_0axWm9uyydiERTzQTiAUmcLwaXTp-LIqnfZZsPeFGM2BjEvxXw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@joseramon6385","@joseramon6385","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgycYGUuKE1420hnys14AaABAg","Si las primeras películas que filmaron , basadas en ese accidente; me arrancaron un sollozo. Ésta: ¡!Uuuff!! ¡Está desgarradora, real!","1","",""
"https://yt3.ggpht.com/ytc/AIdro_n93r1CZy5wGZW06FNGT-Es0Nq1qZoeae9DKMIcI4Mrsw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@adriannicolini6427","@adriannicolini6427","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyWLqoCFMvyyOu_5FN4AaABAg","La escena del choque del avión es una de las mejores del 2023.","2","",""
"https://yt3.ggpht.com/ytc/AIdro_lkd0rxDNf5fMK_UoPYRhOsgwNtwY9ZOs1KY-dpA5QhVhAqxMEwBKhHbjPdHHUvhecsUw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@marialeticialopezyuman5189","@marialeticialopezyuman5189","hace 3 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgygniUdNTK0_SjdGid4AaABAg","Por la valentía de Numa, y el amor a sus compañeros lucho, y la nota escrita fue el determinante para que salieran a pedir ayuda. Todos tienen un lugar especial","","",""
"https://yt3.ggpht.com/ytc/AIdro_n4wJ1o745a8pX0WITv50Uujw4uXvzulMVIepHG4zeFQ8-oJCV9hJ7hsVaXbntXvYzOwA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Dica-nq1jn","@Dica-nq1jn","hace 4 meses (editado)","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugx-1itpTOWMgILsazt4AaABAg","Excelente película, es hermosa, triste e inspiradora, y aunque sea una historia real que muchos conozcamos, NO MUESTREN TODO EN EL TRAILER","1","",""
"https://yt3.ggpht.com/ytc/AIdro_nsFDRAALB4Ca7XHiL6BRbeF3DQW6p00v_sZPySbOg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@danielaspagnolo3440","@danielaspagnolo3440","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyMShPGhns38KcqBOd4AaABAg","Dios mío , acabo de terminar de verla y estoy muy impactada , además de haber llorado mucho y pensando que esto es una película,  no quisiera haber estado ni un segundo en el lugar de ellos ( los verdaderos protagonistas de semejante tragedia, ni  en el de sus familiares). Volviendo a la película ¡ felicitaciones a todos! . Abrazo grande desde Santa fe, Capital Argentina  🇦🇷","2","",""
"https://yt3.ggpht.com/ytc/AIdro_nCgUCeK43EOfsxu-5JuxJB_R2d0rYpYF9BjjC7hTyhfGbX=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@karinsteinhagen9052","@karinsteinhagen9052","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxFnnnglUNQDAm2JLl4AaABAg","Ufff a pesar de conocer la historia,en esta película te narran muy crudo todo lo que vivieron  llorando voy al final ahorita! 

Grandes actores excelente película","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f622.png"
"https://yt3.ggpht.com/SNjFD6cxHXTinJnnDaND1U_dij4-7UlJI_q54x3lPJRChbkzQGCFGUezYIKYudNZvALblbqoYA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@user-hz4ct6nr5c","@user-hz4ct6nr5c","hace 3 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzK-OInB9HjZEcc_7l4AaABAg","Tendrá nombre el soundrak de este hermoso trailer? Simplemente lo necesito, es tan increíble ver estas escenas basadas en hechos reales con el ambiente, la melodia, los personajes, absolutamente todo. Sin duda esta pelicula merece un Oscar","1","1 respuesta",""
"https://yt3.ggpht.com/nb0aL1mfT3mvyWVnXF-gWzsHpgnXTnLTr6RP9xH4YfitzsC3zbW850kR0nrHTljp323lAaQdDg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@yulianat.5626","@yulianat.5626","hace 2 semanas","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugz7L9k6Ul5w5KCToRF4AaABAg","Mi bisabuela vio la pelicula llamada ""tragedia de los Andes "" algo asi era y me dijo que la invitara a mi casa a ver esta nueva versión,obviamente le encanto pues los efectos especiales,actores,sonido,maquillaje  etc son MUY diferentes que a los de antes.","1","",""
"https://yt3.ggpht.com/ytc/AIdro_kreQYoMDitOiUhlQuQH74x8mvPequKq2PmlGBX4V_wyc2XSilO-PC-h-9Bd0LaJiGN4A=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Valeria-hy7bw","@Valeria-hy7bw","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyyEtXGT0J1zy3FWv54AaABAg","Gracias tío Netflix por invertir y creer en Bayona, hizo una obra maestra de película.  80 países ya han visto la película","","",""
"https://yt3.ggpht.com/fpH_6XgU2JasK3dmyk6fO5rq3XZnqDYyKlKyzIc_K7HhMSQbPChrY2Me-xylel-YIQQ0jeBv=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@danlessrs","@danlessrs","hace 3 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyIdn-NIcVEamXpRoF4AaABAg","Esta pelicula merece competir como lo hizo roma. No como una pelicula extranjera mas. Con mejor pelicula.","1","",""
"https://yt3.ggpht.com/ytc/AIdro_m16JpuH4p9XYAqTDQvr7UavHXHfZLk2CTGSiegftRWIQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@juanfelipeloaiza8915","@juanfelipeloaiza8915","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugx-NLliZpUvg8X67FJ4AaABAg","Deseando verla !!","","",""
"https://yt3.ggpht.com/ytc/AIdro_kIB5IA6ctvzva_sdiR-wLzAe7GYZepYXonq7FFVmg1fN0SLFqcdgNA01BzkaRlSJ-oHg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@user-xh2un4ss4v","@user-xh2un4ss4v","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugw1uHcQ8UTDlQaiY_V4AaABAg","Muy dura pero no deja de ser fiel a la realidad. Tengo ganas de verla completa porque el adelanto tiene muy buena pinta aunque creo que no está hecha para todos los públicos ya que se viven situaciones bastante duras.","1","",""
"https://yt3.ggpht.com/i1pQN7_2wDLzuvtAOcPwR1l8lyihKvwc07STKB-zdZ9l8ZRwZuq4Y2cPzhb7wNeTTRcUIlHQEYU=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@LegendaryCobra15","@LegendaryCobra15","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugya0vtd4dNi4ylm7NN4AaABAg","Una Película Que Hace Que Sea Mejor Que Viva Y Sobreviva. Esta Película Explica La Verdadera Historia Del Accidente Aéreo Uruguayo. La Película Golpeó Fuerte, Los Personajes Eran Perfectos. Y El Lenguaje Era Bien Compatible Con La Película. Y El Final Te Hará Llorar. Me Encanta Esta Película. Lo Recomiendo Encarecidamente","","",""
"https://yt3.ggpht.com/YtiveF5ELq6dFasTqMIOM-QXi17R6Zgg31WmfShOqJK-T61Yt_rNdJSikgkS4-KeY7Fp0QDjSbs=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@siemprediestra.2023","@siemprediestra.2023","hace 3 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwnmC2lEMNh10LspWp4AaABAg","Vi las conferencias que hicieron los lideres del grupo sobreviviente, y es muy motivador, la resiliencia, el valor, el sentido de pertenecía al grupo de amigos, las ganas de vivir....lloro cada  vez que veo referencias a ese hecho.","","",""
"https://yt3.ggpht.com/vLWAyW3ib1fSybQEmh7m0QWlISO-eSMpqfHCCSDuvOdfC4T2iV9QHEVWvDLM4a0Y4aOOB0q5=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@juanbennett2393","@juanbennett2393","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugx1HI8Pa1W8sG7cETt4AaABAg","Mis respetos a los uruguayos","1","",""
"https://yt3.ggpht.com/ytc/AIdro_ks-mcorMElrWViplzuKyD6p0uLo5_ecoHK1AomTBQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@yanethoidor5875","@yanethoidor5875","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzgtFyYIQphcYr6TP14AaABAg","La  acabo de ver y de verdad  es una película increíble merece ganar un Oscar  llore mucho si","","",""
"https://yt3.ggpht.com/ytc/AIdro_melHvnpjYSOxmcvSS9mq2refgQa0xTmVYX6hXN5gMhIA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@karinasagredomoraga6082","@karinasagredomoraga6082","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugzm7iJL059GkvI1SoR4AaABAg","Sin tener un actor reconocido logro tener la atención que necesita y más excelente producción,muy buen reparto,nada que decir te deja sin palabras la película","","",""
"https://yt3.ggpht.com/ytc/AIdro_kckoZ7n4VSI_i3up5wgka0367gvEmEnppvaWOdX7AdHho=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@franciscopineda5499","@franciscopineda5499","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugx--HnsPN8QHVpQgdh4AaABAg","El héroe sin capa el Sr Sergio catalan (chileno) quien vio por primera vez a los sobrevivientes y dio aviso .. sin ello quizás que habría pasado … el destino y la vida se cruzaron .. hermosa película","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png"
"https://yt3.ggpht.com/uhTC5KActhVGUIWs6QC-odMlrykUQ6dJC43fjAZ7MUe654PQxz-gZ3Ep4_qG-LvxJa_YUfymMA0=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mariopuentes10","@mariopuentes10","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzijMTqRI_UmEQyVCJ4AaABAg","Super recomendada para este fin de semana de reyes.","","",""
"https://yt3.ggpht.com/ytc/AIdro_m8XKHqSWkWTWqWfEqmk_VKzILNNjD_Lzb82OiQOJGQrEQgbhrNF_TgQFrd7LuMlqJAqQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sararey1431","@sararey1431","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwVSdYnJBtqnCoGWAZ4AaABAg","Una película buenisima unas interpretaciones de Oscar unos paisajes estremecedoramente preciosas hace mucho tiempo que no veía una peli tan buena totalmente recomendable si estáis dispuestos a emocionados desde el minuto uno de la peli más de dos horas que no te dejan aburrirte ni un segundo","2","1 respuesta",""
"https://yt3.ggpht.com/ytc/AIdro_lEybDvU5QbxRBNtIkJDDyJpZWJieX7L0PH1DIDbJs=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@gloriacastellans3615","@gloriacastellans3615","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwIL8HyljzYUU5c-ox4AaABAg","Monumento para todos","1","",""
"https://yt3.ggpht.com/AC3SADDlJYVfowxQDbXbdPLum54HtpEZatiI_fTgNO-mWVhH7q7NiRKMDg9GsfCKJmrF6pvu=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@user-ph7bs6gd9e","@user-ph7bs6gd9e","hace 2 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyACa5H4PQ17g7tLxl4AaABAg","Vamos x el oscar","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2764.png"
"https://yt3.ggpht.com/ytc/AIdro_mzwk73fmnfDwFs4aca8l6kkQx6GyTAVAtENSyHlH_Zex_oOyaCVbcQl_w7mzDMX7MLRg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@user-fp2jv1ch7l","@user-fp2jv1ch7l","hace 2 semanas","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyX9DXtLL6qRRQxENF4AaABAg","Interesante película sin duda te demuestra como sobrevivir","","",""
"https://yt3.ggpht.com/gOlyyx__lyIsA88ydBoWmBnptuXgKOKfLy9gc-hn0kFgZLgF7HVt1hLDJVhOuLKS1RgOhHeHhw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@user-iw4mk5pl2h","@user-iw4mk5pl2h","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwdOndKTZrT5362btN4AaABAg","Tremenda pelicula","1","",""
"https://yt3.ggpht.com/IvJ9JwSr70bA8zQT-_lkuWK3NFuISrmYeJElnQqJSGLcYG-gfXwyEyLhaxZGlVo7xYsA9wvOEg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@JL-zl7de","@JL-zl7de","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugxnrc9xsZxZ3TRR7Gt4AaABAg","Que gane el Oscar.","2","",""
"https://yt3.ggpht.com/wV4_KYGRqBgeougFZQ82vSlqBpbvcUKy-9Nt80pS2PrusSTmOtVqLr7Ov-TNvicrqL1jwhJlEg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@susanadiazgarcia1077","@susanadiazgarcia1077","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwA1AlG9gVMN9vFc_Z4AaABAg","Era necesario y un imperativo que se realizara una nueva producción de ésta historia humana tan heroica y emotiva. Hacia falta una versión más actualizada en calidad de imagen que la conocida ""Viven"" y ya podemos admirar desde la seguridad y comodidad de nuestro sofá el límite que es capaz de superar el hombre cuando está sobre el umbral de la supervivencia, haciendo equilibrio en la delgada línea que separa la vida de la muerte, resistiendo lo inimaginable en condiciones infrahumanas, rompiendo los esquemas morales... y aún en tan adversas y terribles condiciones climáticas conseguir mantener la dignidad humana y católica, proteger y cuidar al desvalido hasta su último suspiro vital, incluso cuando visiblemente todo indica que su cura era imposible. Con otra fe y otro Dios lo habrían sacrificado para que no ""sufriera"" le hubieran aplicado una ""eutanasia activa"" o le ""ayudado a morir"" por el ""bien común"".
El valor del que hacicieron muestra estos auténticos héroes explica como el ser humano ha sido capaz de poblar el planeta y erigirse como su señor. Cruzando el estrechos de Berin, desiertos, mares, junglas, cordilleras... llegando a islas imposibles en mitad del océano (Pascua), circunnavendo el planeta y lo más reciente el la historia de la humanidad, paseándose por la luna.","1","",""
"https://yt3.ggpht.com/kM92z6-ztYq1QsEpIuu5NMRrm53jP9iIhSslmITs2-Z1PlMgg9090OoNQaUt7C5fg-nm3lF736E=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sweet8904","@sweet8904","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwSBYeQzZYcCQTa0K14AaABAg","mejor pelicula","1","",""
"https://yt3.ggpht.com/ytc/AIdro_nGTH95BiSvJ6OEeW3a0AWMzbwsRPsbkyZiNqiVqr48j0fR=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@luces0","@luces0","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugyk2gdpUur-IrltoLd4AaABAg","Buenísima!!!!! Impresionante!!!!","1","",""
"https://yt3.ggpht.com/ytc/AIdro_ncYxFKtO0vH_MZeWVW8lLivD7EqRvxz5GZ_Kssi_Zi-LQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@tutorialesarpacelta1424","@tutorialesarpacelta1424","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxaGBZHfbjurk4s-8N4AaABAg","Aún no la he visto pero, sin menospreciar a Viven, lo que me encanta de esta película es que los actores son uruguayos y se hace mucho más realista","1","1 respuesta",""
"https://yt3.ggpht.com/ytc/AIdro_l2Y1UXwq3YgnyVXhWN4SqqLCSx0b0Rrn1oWYJabMMNCfw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ramonlozanoduenas6878","@ramonlozanoduenas6878","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwxG53hSwRNFf2ZKJB4AaABAg","A partir de hoy en una pequeña cadena de salas de cine en Alcaldía (antes delegación) Azcapotzalco en Ciudad de México, la están pasando en exhibición no sé si vaya a pasar en mas cadenas, solamente en un horario ( función nocturna), se merece pasarla en pantallas de cine . A ver sin falta","","1 respuesta",""
"https://yt3.ggpht.com/hz56-kxlv_gr5iQwnH2psW9IZgpTcESJE0f_t3RUAw4NSpB2-G5AJFrfaxNpOjmzET6ziWMenA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@NuadaIrishSilverlance","@NuadaIrishSilverlance","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxEZEqyE7-UXTXUjyd4AaABAg","Soy Argentina... pero... con todo respeto, este film tiene que ganar los Oscars. No se si es una producción Uruguaya, pero hermanos!, la tienen que ganar. Yo había visto de chiquita VIVEN, pero ESTO es OTRO NIVEL! Excelente fotografía, escenas increíbles. Mis respetos.","","2 respuestas",""
"https://yt3.ggpht.com/ysvQxdMUsGUaPGls9Rai9lQ1KarHtV6qnld5PobzT_E_9utY_GXy4BIE1JjY0qJujrUn5rFFSw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@antorchita-","@antorchita-","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugy8Bkd2d64W0oGixKd4AaABAg","magnífica","1","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f44f.png"
"https://yt3.ggpht.com/oRZzRnHoKeUB74OmImpKxikH9w2Pfql0mR8rO_d1q7sy3stNqRq8MyO6KN69HBvL-sZqcAcPHw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@L.C.P-237","@L.C.P-237","hace 1 mes","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwPIPKR7y0hzBrIOOZ4AaABAg","Que pasa cuando el mundo te abandona?... Cuando no tenes ropa y te estas congelando... Cuando no tenes comida y te estás muriendo... La respuesta está en la montaña... Hay que regresar al pasado... Sabiendo que el pasado es lo que más cambia

-Numa Turcatti","1","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f614.png"
"https://yt3.ggpht.com/Yach2tfTAEI2OvSPSQN8NwtfdWis_kamwdYnVnrG80zD4A9RDbGeNBTrbnaEryiL8G9-cx-J=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Zeroskb","@Zeroskb","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzPpjsfKJqNEBYD3zR4AaABAg","Acabo de ver la película.

Obra maestra.","","",""
"https://yt3.ggpht.com/ytc/AIdro_m85-_ISqCE5yo19DMARU7ekPd10KkqHX61oeZYATgfug=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@marmartinez3546","@marmartinez3546","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxF7DsQ719nPPURY1B4AaABAg","Es la película Viven, la vi 6 veces y leí el libro y me encantó. Todo hace 20 años o alguno más. Prefiero los actores que hicieron de Canessa y Nando. Quizás ahora la gente está preparada para verla o tiene más consciencia que cuando hicieron VIVEN, pero en su momento yp veía todo más allá de lo que comían (unión, esfuerzo, ganas de vivir etc, etc) por eso me gustó tanto y por eso ya esta versión no la veré. 
El nombre prefiero el otro. El título de ""Sociedad de la Nieve "", no pega nada de lo de sociedad.

Yo pondría otro: ""Milagro en la nieve etc etc""","2","2 respuestas","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f62e.png"
"https://yt3.ggpht.com/ytc/AIdro_nSE2-ynPIaON-RjLdzGFJmviymg7EuiD9iwVBJ_Do=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@magugiacometti3825","@magugiacometti3825","hace 2 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwXoxpq8ZnGv3A-EgJ4AaABAg","y fue que en el minuto  escuché el mejor tema para un tráiler de un caso real
gracias netflix","","",""
"https://yt3.ggpht.com/ytc/AIdro_mfv_9D5lFrDYWWLk4uDmKsOty7BRN5E_1eqYKXLg6MJJUmka2sWCUdxdxgz9b7_Aefdw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@arielrossetti-uo6rs","@arielrossetti-uo6rs","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgyXAgIcmaroYi3k69F4AaABAg","Los jóvenes  actores de esta película se llevan el relato íntimo para toda la vida  dado que mantuvieron un contacto muy directo en el trabajo , menuda experiencia para estos chicos que pasaran a ser los hijos adoptivos","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f914.png"
"https://yt3.ggpht.com/ytc/AIdro_lD_YA8XoF1Lvt5fS7svz7SZr1YNOi7deD45XTLcOB9J84=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@piojamelu2722","@piojamelu2722","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugx_Lw9dEnKnNZ6NFJh4AaABAg","La acabo de terminar de ver, como ya sabia la historia como la mayoria pense que no me iba a generar tantas cosas como si lo huzo, lpm...Muy buena pelicula, muy buenos actores, la verdad sin palabras.","","",""
"https://yt3.ggpht.com/ytc/AIdro_m1XYUEc1SkxV6E0Tplh8MfOCiTe_7QnT_9M-ea4hSOkQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ariel1422","@ariel1422","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgygIoiBUBjhzzx8OYd4AaABAg","Alguien busque la peli superviviente de los andes... es la primera q hicieron y fueron nuestros hermanos mexicanos .saludos","","",""
"https://yt3.ggpht.com/zjEyznVdg4qnvGogRHoFIxD62e2Z-foLFI4AISq2G2dghB0EcFNMB1FDjEb3dt0M2KzKmMALoA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@nathalyortiz7047","@nathalyortiz7047","hace 5 días","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugwd6wwJLnk-yuACms54AaABAg","Muy bonita serie","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f62e.png"
"https://yt3.ggpht.com/aBIdVSMapCWrJLwIxGDMsMCZOBx4DoKgW5woQ9sdY8UTwWOa1_pN1wqFxJMin5XCEPXGZZwpXA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@tobey_dk","@tobey_dk","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgzgU-gTM7ZqdR8Gff54AaABAg","POR PEQUEÑA INFORMACIÓN DEL TRÁILER LA CANCIÓN DE FONDO SE LLAMA: "" alt-J Adeline""","1","1 respuesta",""
"https://yt3.ggpht.com/ytc/AIdro_mSYdv-of0AOLVNcgEkGmS0TdCrc_GvjZ3FkUjR5U_K4w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@newentu","@newentu","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugw-08_mr6F1GY5FSop4AaABAg","Excelente e impactante película","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f389.png"
"https://yt3.ggpht.com/ytc/AIdro_mp-4kObf4A2uSC1HjVmGI3OepAKW2_D4OW_0R0-rk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@jalbiindolcheey2049","@jalbiindolcheey2049","hace 1 mes","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugzndf4sXY8pxo4F5qp4AaABAg","Como se acicalaban, mi vida, me pareció totalmente conovedor.","","",""
"https://yt3.ggpht.com/FDz5CF6aq-wDiEdsR-XQJVM1hhrTaZer_KJw28KwevuaKtBmPuczVvwH8rHcdgDB0dK3kHSedUM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@nikikarter","@nikikarter","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwDGne7_VftHZgQBhR4AaABAg","Película “Viven” , para los que somos de los 80 ‘","1","1 respuesta",""
"https://yt3.ggpht.com/ytc/AIdro_mZTaHB_dUrjdxVPzWHPSBBiQ8yLcuryhd4EkW86K1c1ICS_z_qpEkyUfbcf4p_XGWlCw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@user-my7zf4ms1b","@user-my7zf4ms1b","hace 5 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugz2FgpI41AQ9Pi5o1t4AaABAg","Lo cierto esque es un trailer de 10 espero con ansias ver la pelicula y que este a la altura de la historia","","",""
"https://yt3.ggpht.com/Zsje_SV9pb0ZmjsQekWSHIHaEqJ91gwRjKQALxy11Zp4ms9OgxKIJdMkDZEE96kb9vUtzR1tVA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Mariegallery","@Mariegallery","hace 3 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgwxjmHy9w5IXuKvdC94AaABAg","Peli royo viven. Mola","","",""
"https://yt3.ggpht.com/8dt2AtYzVdnjcqpdj3KxQweUNBYkKbx57lXOIRD81M5be8t1uE5vbYFUUF8lm9aEOHovFrEwBw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Midgar10","@Midgar10","hace 3 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugxf5QzohXLWl3bKNk54AaABAg","Me encantó","1","",""
"https://yt3.ggpht.com/Ahw1eB9gpxvwXZtMyJUJcg7PqMe-ZmiTiYJZjHn0MeoXc2HIlPNRcX9zCPUUQWcTF11lte8E=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@RageReviewsARG","@RageReviewsARG","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=Ugx4_hF_SRBwII9-kVZ4AaABAg","Impresionante, me gustó más que Viven! no solo por la película en sí sino por las partes habladas por actores argentinos y uruguayos. Peliculón de unos heroes que jamás se dieron por vencido.","","",""
"https://yt3.ggpht.com/VLhVpzD5jJY5yOsH8GeOtSgqHWRkBfgdd-UFNvrQ-lXvwZO9r3pa2-0jZisumTTIgqGT7DPFhg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@frankyazbar419","@frankyazbar419","hace 4 meses","https://www.youtube.com/watch?v=l9tP4M8URhQ&lc=UgxSoWxmgrVXtQmNH114AaABAg","Lo que más me agrado que respetaron el idioma original, otra adaptación y se ve genial, la de México tambien es buena.","","","https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f60a.png"
